date,year,month,airline,published_airline,iata_code,geo_summary,geo_region,price_category,terminal,boarding_area,passenger_count
2024-05-01,2024,5,American Airlines,American Airlines,AA,Domestic,US,Other,Terminal 1,B,142259
2024-05-01,2024,5,Asiana Airlines,Asiana Airlines,OZ,International,Asia,Other,International,A,8725
2024-05-01,2024,5,"Breeze Aviation Group, Inc.","Breeze Aviation Group, Inc.",MX,Domestic,US,Other,Terminal 2,D,7079
2024-05-01,2024,5,British Airways,British Airways,BA,International,Europe,Other,International,A,20635
2024-05-01,2024,5,"COPA Airlines, Inc.","COPA Airlines, Inc.",CM,International,Central America,Other,International,G,7237
2024-05-01,2024,5,Cathay Pacific,Cathay Pacific,CX,International,Asia,Other,International,A,11476
2024-05-01,2024,5,China Airlines,China Airlines,CI,International,Asia,Other,International,A,12660
2024-05-01,2024,5,China Eastern,China Eastern,MU,International,Asia,Other,International,A,3827
2024-05-01,2024,5,China Southern,China Southern,CZ,International,Asia,Other,International,A,5929
2024-05-01,2024,5,Condor Flugdienst GmbH,Condor Flugdienst GmbH,DE,International,Europe,Other,International,A,8061
2024-05-01,2024,5,Delta Air Lines,Delta Air Lines,DL,Domestic,US,Other,Terminal 1,C,182225
2024-05-01,2024,5,EVA Airways,EVA Airways,BR,International,Asia,Other,International,A,27677
2024-05-01,2024,5,Emirates,Emirates,EK,International,Middle East,Other,International,A,12150
2024-05-01,2024,5,"Envoy Air, Inc.",American Airlines,AA,Domestic,US,Other,Terminal 1,B,373
2024-05-01,2024,5,"Flair Airlines, Ltd.","Flair Airlines, Ltd.",F8,International,Canada,Low Fare,International,A,4204
2024-05-01,2024,5,French Bee,French Bee,BF,International,Australia / Oceania,Other,International,A,1455
2024-05-01,2024,5,French Bee,French Bee,BF,International,Europe,Other,International,A,2241
2024-05-01,2024,5,Frontier Airlines,Frontier Airlines,F9,Domestic,US,Low Fare,International,A,20042
2024-05-01,2024,5,Frontier Airlines,Frontier Airlines,F9,Domestic,US,Low Fare,Terminal 1,B,51860
2024-05-01,2024,5,Hawaiian Airlines,Hawaiian Airlines,HA,Domestic,US,Other,International,A,13826
2024-05-01,2024,5,Horizon Air,Alaska Airlines,AS,Domestic,US,Other,Terminal 2,D,10662
2024-05-01,2024,5,ITA Airways,ITA Airways,AZ,International,Europe,Other,International,A,4138
2024-05-01,2024,5,Iberia,Iberia,IB,International,Europe,Other,International,A,7770
2024-05-01,2024,5,Japan Airlines,Japan Airlines,JL,International,Asia,Other,International,A,11047
2024-05-01,2024,5,Jazz Aviation,Air Canada,AC,International,Canada,Other,Terminal 2,D,2385
2024-05-01,2024,5,JetBlue Airways,JetBlue Airways,B6,Domestic,US,Low Fare,Terminal 1,B,60167
2024-05-01,2024,5,KLM Royal Dutch Airlines,KLM Royal Dutch Airlines,KL,International,Europe,Other,International,A,10134
2024-05-01,2024,5,Korean Air Lines,Korean Air Lines,KE,International,Asia,Other,International,A,11435
2024-05-01,2024,5,Lufthansa German Airlines,Lufthansa German Airlines,LH,International,Europe,Other,International,G,17465
2024-05-01,2024,5,Philippine Airlines,Philippine Airlines,PR,International,Asia,Other,International,A,7292
2024-05-01,2024,5,Porter Airlines (Canada) Limited,Porter Airlines (Canada) Limited,PD,International,Canada,Other,International,A,3350
2024-05-01,2024,5,Qantas Airways,Qantas Airways,QF,International,Australia / Oceania,Other,International,A,2205
2024-05-01,2024,5,Qatar Airways,Qatar Airways,QR,International,Middle East,Other,International,A,9941
2024-05-01,2024,5,SAS Airlines,SAS Airlines,SK,International,Europe,Other,International,G,7579
2024-05-01,2024,5,Singapore Airlines,Singapore Airlines,SQ,International,Asia,Other,International,G,13332
2024-05-01,2024,5,SkyWest Airlines,American Airlines,AA,Domestic,US,Other,Terminal 1,B,12619
2024-05-01,2024,5,SkyWest Airlines,Delta Air Lines,DL,Domestic,US,Other,Terminal 1,C,4210
2024-05-01,2024,5,SkyWest Airlines,Alaska Airlines,AS,Domestic,US,Other,Terminal 2,D,58663
2024-05-01,2024,5,SkyWest Airlines,United Airlines,UA,Domestic,US,Other,Terminal 3,F,73399
2024-05-01,2024,5,Southwest Airlines,Southwest Airlines,WN,Domestic,US,Low Fare,Terminal 1,B,79461
2024-05-01,2024,5,Starlux Airlines Co. LTD,Starlux Airlines Co. LTD,JX,International,Asia,Other,International,A,7399
2024-05-01,2024,5,Sun Country Airlines,Sun Country Airlines,SY,Domestic,US,Low Fare,International,A,5879
2024-05-01,2024,5,Swiss International,Swiss International,LX,International,Europe,Other,International,G,8095
2024-05-01,2024,5,"TACA International Airlines, S.A.","TACA International Airlines, S.A.",TA,International,Central America,Other,International,A,9601
2024-05-01,2024,5,TAP Air Portugal,TAP Air Portugal,TP,International,Europe,Other,International,A,4987
2024-05-01,2024,5,Turkish Airlines,Turkish Airlines,TK,International,Europe,Other,International,A,12838
2024-05-01,2024,5,United Airlines,United Airlines,UA,Domestic,US,Other,International,A,3016
2024-05-01,2024,5,United Airlines,United Airlines,UA,Domestic,US,Other,International,G,38479
2024-05-01,2024,5,United Airlines,United Airlines,UA,Domestic,US,Other,Terminal 2,D,37280
2024-05-01,2024,5,United Airlines,United Airlines,UA,Domestic,US,Other,Terminal 3,E,225729
2024-05-01,2024,5,United Airlines,United Airlines,UA,Domestic,US,Other,Terminal 3,F,363473
2024-05-01,2024,5,United Airlines,United Airlines,UA,International,Asia,Other,International,G,115137
2024-05-01,2024,5,United Airlines,United Airlines,UA,International,Asia,Other,Terminal 3,F,5405
2024-05-01,2024,5,United Airlines,United Airlines,UA,International,Australia / Oceania,Other,International,A,200
2024-05-01,2024,5,United Airlines,United Airlines,UA,International,Australia / Oceania,Other,International,G,18248
2024-05-01,2024,5,United Airlines,United Airlines,UA,International,Australia / Oceania,Other,Terminal 3,F,1635
2024-05-01,2024,5,United Airlines,United Airlines,UA,International,Canada,Other,International,A,242
2024-05-01,2024,5,United Airlines,United Airlines,UA,International,Canada,Other,International,G,654
2024-05-01,2024,5,United Airlines,United Airlines,UA,International,Canada,Other,Terminal 2,D,1074
2024-05-01,2024,5,United Airlines,United Airlines,UA,International,Canada,Other,Terminal 3,E,9745
2024-05-01,2024,5,United Airlines,United Airlines,UA,International,Canada,Other,Terminal 3,F,15064
2024-05-01,2024,5,United Airlines,United Airlines,UA,International,Central America,Other,International,A,130
2024-05-01,2024,5,United Airlines,United Airlines,UA,International,Central America,Other,International,G,134
2024-05-01,2024,5,United Airlines,United Airlines,UA,International,Europe,Other,International,G,70660
2024-05-01,2024,5,United Airlines,United Airlines,UA,International,Europe,Other,Terminal 3,F,3068
2024-05-01,2024,5,United Airlines,United Airlines,UA,International,Mexico,Other,International,A,370
2024-05-01,2024,5,United Airlines,United Airlines,UA,International,Mexico,Other,International,G,975
2024-05-01,2024,5,United Airlines,United Airlines,UA,International,Mexico,Other,Terminal 2,D,356
2024-05-01,2024,5,United Airlines,United Airlines,UA,International,Mexico,Other,Terminal 3,E,8584
2024-05-01,2024,5,United Airlines,United Airlines,UA,International,Mexico,Other,Terminal 3,F,24003
2024-05-01,2024,5,Vietnam Airlines JSC,Vietnam Airlines JSC,VN,International,Asia,Other,International,A,4050
2024-05-01,2024,5,Virgin Atlantic,Virgin Atlantic,VS,International,Europe,Other,International,A,12616
2024-05-01,2024,5,WestJet,WestJet,WS,International,Canada,Other,International,A,12146
2024-05-01,2024,5,ZIPAIR Tokyo Inc,ZIPAIR Tokyo Inc,ZG,International,Asia,Other,International,A,8545
2024-06-01,2024,6,"Aer Lingus, Ltd.","Aer Lingus, Ltd.",EI,International,Europe,Other,International,A,8760
2024-06-01,2024,6,Aeromexico,Aeromexico,AM,International,Mexico,Other,International,A,16464
2024-06-01,2024,6,Air Canada,Air Canada,AC,International,Canada,Other,Terminal 2,D,34582
2024-06-01,2024,6,Air China,Air China,CA,International,Asia,Other,International,G,2674
2024-06-01,2024,6,Air France,Air France,AF,International,Europe,Other,International,A,12805
2024-06-01,2024,6,Air India Limited,Air India Limited,AI,International,Asia,Other,International,A,19958
2024-06-01,2024,6,Air New Zealand,Air New Zealand,NZ,International,Australia / Oceania,Other,International,G,5253
2024-06-01,2024,6,Fiji Airways,Air Pacific Limited dba Fiji Airways,FJ,International,Australia / Oceania,Other,International,A,4269
2024-06-01,2024,6,"Air Premia, Inc.","Air Premia, Inc.",YP,International,Asia,Other,International,A,4732
2024-06-01,2024,6,Alaska Airlines,Alaska Airlines,AS,Domestic,US,Other,Terminal 1,B,66771
2024-06-01,2024,6,Alaska Airlines,Alaska Airlines,AS,Domestic,US,Other,Terminal 2,D,106998
2024-06-01,2024,6,Alaska Airlines,Alaska Airlines,AS,International,Mexico,Other,Terminal 2,D,12444
2024-06-01,2024,6,ANA,"All Nippon Company Airways, Ltd.",NH,International,Asia,Other,International,G,11898
2024-06-01,2024,6,American Airlines,American Airlines,AA,Domestic,US,Other,Terminal 1,B,144665
2024-06-01,2024,6,Asiana Airlines,Asiana Airlines,OZ,International,Asia,Other,International,A,9168
2024-06-01,2024,6,"Breeze Aviation Group, Inc.","Breeze Aviation Group, Inc.",MX,Domestic,US,Other,Terminal 2,D,8688
2024-06-01,2024,6,British Airways,British Airways,BA,International,Europe,Other,International,A,20824
2024-06-01,2024,6,"COPA Airlines, Inc.","COPA Airlines, Inc.",CM,International,Central America,Other,International,G,7506
2024-06-01,2024,6,Cathay Pacific,Cathay Pacific,CX,International,Asia,Other,International,A,11985
2024-06-01,2024,6,China Airlines,China Airlines,CI,International,Asia,Other,International,A,13975
2024-06-01,2024,6,China Eastern,China Eastern,MU,International,Asia,Other,International,A,3772
2024-06-01,2024,6,China Southern,China Southern,CZ,International,Asia,Other,International,A,5656
2024-06-01,2024,6,Condor Flugdienst GmbH,Condor Flugdienst GmbH,DE,International,Europe,Other,International,A,8533
2024-06-01,2024,6,Delta Air Lines,Delta Air Lines,DL,Domestic,US,Other,Terminal 1,C,193611
2024-06-01,2024,6,Delta Air Lines,Delta Air Lines,DL,Domestic,US,Other,Terminal 2,D,434
2024-06-01,2024,6,EVA Airways,EVA Airways,BR,International,Asia,Other,International,A,30128
2024-06-01,2024,6,Emirates,Emirates,EK,International,Middle East,Other,International,A,13308
2024-06-01,2024,6,"Flair Airlines, Ltd.","Flair Airlines, Ltd.",F8,International,Canada,Low Fare,International,A,4356
2024-06-01,2024,6,French Bee,French Bee,BF,International,Australia / Oceania,Other,International,A,1527
2024-06-01,2024,6,French Bee,French Bee,BF,International,Europe,Other,International,A,3729
2024-06-01,2024,6,Frontier Airlines,Frontier Airlines,F9,Domestic,US,Low Fare,International,A,62177
2024-06-01,2024,6,Frontier Airlines,Frontier Airlines,F9,Domestic,US,Low Fare,Terminal 1,B,8638
2024-06-01,2024,6,Hawaiian Airlines,Hawaiian Airlines,HA,Domestic,US,Other,International,A,13108
2024-06-01,2024,6,Horizon Air,Alaska Airlines,AS,Domestic,US,Other,Terminal 1,B,4796
2024-06-01,2024,6,Horizon Air,Alaska Airlines,AS,Domestic,US,Other,Terminal 2,D,4170
2024-06-01,2024,6,ITA Airways,ITA Airways,AZ,International,Europe,Other,International,A,7608
2024-06-01,2024,6,Iberia,Iberia,IB,International,Europe,Other,International,A,7404
2024-06-01,2024,6,Japan Airlines,Japan Airlines,JL,International,Asia,Other,International,A,10464
2024-06-01,2024,6,Jazz Aviation,Air Canada,AC,International,Canada,Other,Terminal 2,D,4070
2024-06-01,2024,6,JetBlue Airways,JetBlue Airways,B6,Domestic,US,Low Fare,Terminal 1,B,54223
2024-06-01,2024,6,KLM Royal Dutch Airlines,KLM Royal Dutch Airlines,KL,International,Europe,Other,International,A,9939
2024-06-01,2024,6,Korean Air Lines,Korean Air Lines,KE,International,Asia,Other,International,A,11023
2024-06-01,2024,6,Lufthansa German Airlines,Lufthansa German Airlines,LH,International,Europe,Other,International,G,18734
2024-06-01,2024,6,Philippine Airlines,Philippine Airlines,PR,International,Asia,Other,International,A,10711
2024-06-01,2024,6,Porter Airlines (Canada) Limited,Porter Airlines (Canada) Limited,PD,International,Canada,Other,International,A,3697
2024-06-01,2024,6,Qantas Airways,Qantas Airways,QF,International,Australia / Oceania,Other,International,A,2382
2024-06-01,2024,6,Qatar Airways,Qatar Airways,QR,International,Middle East,Other,International,A,9543
2024-06-01,2024,6,SAS Airlines,SAS Airlines,SK,International,Europe,Other,International,G,7344
2024-06-01,2024,6,Singapore Airlines,Singapore Airlines,SQ,International,Asia,Other,International,G,14529
2024-06-01,2024,6,SkyWest Airlines,Alaska Airlines,AS,Domestic,US,Other,Terminal 1,B,18700
2024-06-01,2024,6,SkyWest Airlines,American Airlines,AA,Domestic,US,Other,Terminal 1,B,10432
2024-06-01,2024,6,SkyWest Airlines,Delta Air Lines,DL,Domestic,US,Other,Terminal 1,C,5886
2024-06-01,2024,6,SkyWest Airlines,Alaska Airlines,AS,Domestic,US,Other,Terminal 2,D,28054
2024-06-01,2024,6,SkyWest Airlines,United Airlines,UA,Domestic,US,Other,Terminal 3,F,47285
2024-06-01,2024,6,Southwest Airlines,Southwest Airlines,WN,Domestic,US,Low Fare,Terminal 1,B,89843
2024-06-01,2024,6,Starlux Airlines Co. LTD,Starlux Airlines Co. LTD,JX,International,Asia,Other,International,A,8494
2024-06-01,2024,6,Sun Country Airlines,Sun Country Airlines,SY,Domestic,US,Low Fare,International,A,11064
2024-06-01,2024,6,Swiss International,Swiss International,LX,International,Europe,Other,International,G,9429
2024-06-01,2024,6,"TACA International Airlines, S.A.","TACA International Airlines, S.A.",TA,International,Central America,Other,International,A,12234
2024-06-01,2024,6,TAP Air Portugal,TAP Air Portugal,TP,International,Europe,Other,International,A,5234
2024-06-01,2024,6,Turkish Airlines,Turkish Airlines,TK,International,Europe,Other,International,A,13322
2024-06-01,2024,6,United Airlines,United Airlines,UA,Domestic,US,Other,International,A,2634
2024-06-01,2024,6,United Airlines,United Airlines,UA,Domestic,US,Other,International,G,36212
2024-06-01,2024,6,United Airlines,United Airlines,UA,Domestic,US,Other,Terminal 2,D,31022
2024-06-01,2024,6,United Airlines,United Airlines,UA,Domestic,US,Other,Terminal 3,E,262503
2024-06-01,2024,6,United Airlines,United Airlines,UA,Domestic,US,Other,Terminal 3,F,376210
2024-06-01,2024,6,United Airlines,United Airlines,UA,International,Asia,Other,International,G,116549
2024-06-01,2024,6,United Airlines,United Airlines,UA,International,Asia,Other,Terminal 3,F,9044
2024-06-01,2024,6,United Airlines,United Airlines,UA,International,Australia / Oceania,Other,International,G,21529
2024-06-01,2024,6,United Airlines,United Airlines,UA,International,Australia / Oceania,Other,Terminal 3,F,1265
2024-06-01,2024,6,United Airlines,United Airlines,UA,International,Canada,Other,International,A,244
2024-06-01,2024,6,United Airlines,United Airlines,UA,International,Canada,Other,International,G,1906
2024-06-01,2024,6,United Airlines,United Airlines,UA,International,Canada,Other,Terminal 2,D,1576
2024-06-01,2024,6,United Airlines,United Airlines,UA,International,Canada,Other,Terminal 3,E,13390
2024-06-01,2024,6,United Airlines,United Airlines,UA,International,Canada,Other,Terminal 3,F,11707
2024-06-01,2024,6,United Airlines,United Airlines,UA,International,Central America,Other,International,G,1484
2024-06-01,2024,6,United Airlines,United Airlines,UA,International,Europe,Other,International,G,90511
2024-06-01,2024,6,United Airlines,United Airlines,UA,International,Europe,Other,Terminal 3,F,3977
2024-06-01,2024,6,United Airlines,United Airlines,UA,International,Mexico,Other,International,A,224
2024-06-01,2024,6,United Airlines,United Airlines,UA,International,Mexico,Other,International,G,350
2024-06-01,2024,6,United Airlines,United Airlines,UA,International,Mexico,Other,Terminal 2,D,163
2024-06-01,2024,6,United Airlines,United Airlines,UA,International,Mexico,Other,Terminal 3,E,12196
2024-06-01,2024,6,United Airlines,United Airlines,UA,International,Mexico,Other,Terminal 3,F,25119
2024-06-01,2024,6,Vietnam Airlines JSC,Vietnam Airlines JSC,VN,International,Asia,Other,International,A,4971
2024-06-01,2024,6,Virgin Atlantic,Virgin Atlantic,VS,International,Europe,Other,International,A,13902
2024-06-01,2024,6,WestJet,WestJet,WS,International,Canada,Other,International,A,18371
2024-06-01,2024,6,ZIPAIR Tokyo Inc,ZIPAIR Tokyo Inc,ZG,International,Asia,Other,International,A,8562
2024-07-01,2024,7,"Aer Lingus, Ltd.","Aer Lingus, Ltd.",EI,International,Europe,Other,International,A,6464
2024-07-01,2024,7,Aeromexico,Aeromexico,AM,International,Mexico,Other,International,A,24044
2024-07-01,2024,7,Air Canada,Air Canada,AC,International,Canada,Other,Terminal 2,D,42459
2024-07-01,2024,7,Air China,Air China,CA,International,Asia,Other,International,G,2635
2024-07-01,2024,7,Air France,Air France,AF,International,Europe,Other,International,A,18461
2024-07-01,2024,7,Air India Limited,Air India Limited,AI,International,Asia,Other,International,A,18801
2024-07-01,2024,7,Air New Zealand,Air New Zealand,NZ,International,Australia / Oceania,Other,International,G,5923
2024-07-01,2024,7,Fiji Airways,Air Pacific Limited dba Fiji Airways,FJ,International,Australia / Oceania,Other,International,A,6533
2024-07-01,2024,7,"Air Premia, Inc.","Air Premia, Inc.",YP,International,Asia,Other,International,A,3742
2024-07-01,2024,7,Alaska Airlines,Alaska Airlines,AS,Domestic,US,Other,Terminal 1,B,187967
2024-07-01,2024,7,Alaska Airlines,Alaska Airlines,AS,International,Mexico,Other,Terminal 1,B,11364
2024-07-01,2024,7,ANA,"All Nippon Company Airways, Ltd.",NH,International,Asia,Other,International,G,11106
2024-07-01,2024,7,American Airlines,American Airlines,AA,Domestic,US,Other,Terminal 1,B,158457
2024-07-01,2024,7,Asiana Airlines,Asiana Airlines,OZ,International,Asia,Other,International,A,8430
2024-07-01,2024,7,"Breeze Aviation Group, Inc.","Breeze Aviation Group, Inc.",MX,Domestic,US,Other,Terminal 2,D,8329
2024-07-01,2024,7,British Airways,British Airways,BA,International,Europe,Other,International,A,19259
2024-07-01,2024,7,"COPA Airlines, Inc.","COPA Airlines, Inc.",CM,International,Central America,Other,International,G,7506
2024-07-01,2024,7,Cathay Pacific,Cathay Pacific,CX,International,Asia,Other,International,A,9314
2024-07-01,2024,7,China Airlines,China Airlines,CI,International,Asia,Other,International,A,9335
2024-07-01,2024,7,China Eastern,China Eastern,MU,International,Asia,Other,International,A,3561
2024-07-01,2024,7,China Southern,China Southern,CZ,International,Asia,Other,International,A,5858
2024-07-01,2024,7,Condor Flugdienst GmbH,Condor Flugdienst GmbH,DE,International,Europe,Other,International,A,8145
2024-07-01,2024,7,Delta Air Lines,Delta Air Lines,DL,Domestic,US,Other,Terminal 1,C,183582
2024-07-01,2024,7,EVA Airways,EVA Airways,BR,International,Asia,Other,International,A,23694
2024-07-01,2024,7,Emirates,Emirates,EK,International,Middle East,Other,International,A,11367
2024-07-01,2024,7,"Flair Airlines, Ltd.","Flair Airlines, Ltd.",F8,International,Canada,Low Fare,International,A,4517
2024-07-01,2024,7,French Bee,French Bee,BF,International,Australia / Oceania,Other,International,A,1362
2024-07-01,2024,7,French Bee,French Bee,BF,International,Europe,Other,International,A,4483
2024-07-01,2024,7,Frontier Airlines,Frontier Airlines,F9,Domestic,US,Low Fare,International,A,65583
2024-07-01,2024,7,Frontier Airlines,Frontier Airlines,F9,Domestic,US,Low Fare,Terminal 1,B,5581
2024-07-01,2024,7,Hawaiian Airlines,Hawaiian Airlines,HA,Domestic,US,Other,International,A,13749
2024-07-01,2024,7,Horizon Air,Alaska Airlines,AS,Domestic,US,Other,Terminal 1,B,7397
2024-07-01,2024,7,ITA Airways,ITA Airways,AZ,International,Europe,Other,International,A,4913
2024-07-01,2024,7,Iberia,Iberia,IB,International,Europe,Other,International,A,7056
2024-07-01,2024,7,Japan Airlines,Japan Airlines,JL,International,Asia,Other,International,A,21291
2024-07-01,2024,7,Jazz Aviation,Air Canada,AC,International,Canada,Other,Terminal 2,D,4024
2024-07-01,2024,7,JetBlue Airways,JetBlue Airways,B6,Domestic,US,Low Fare,Terminal 1,B,52852
2024-07-01,2024,7,KLM Royal Dutch Airlines,KLM Royal Dutch Airlines,KL,International,Europe,Other,International,A,9436
2024-07-01,2024,7,Korean Air Lines,Korean Air Lines,KE,International,Asia,Other,International,A,9117
2024-07-01,2024,7,Lufthansa German Airlines,Lufthansa German Airlines,LH,International,Europe,Other,International,G,18299
2024-07-01,2024,7,Philippine Airlines,Philippine Airlines,PR,International,Asia,Other,International,A,8980
2024-07-01,2024,7,Porter Airlines (Canada) Limited,Porter Airlines (Canada) Limited,PD,International,Canada,Other,International,A,5040
2024-07-01,2024,7,Qantas Airways,Qantas Airways,QF,International,Australia / Oceania,Other,International,A,2663
2024-07-01,2024,7,Qatar Airways,Qatar Airways,QR,International,Middle East,Other,International,A,9678
2024-07-01,2024,7,SAS Airlines,SAS Airlines,SK,International,Europe,Other,International,G,6192
2024-07-01,2024,7,Singapore Airlines,Singapore Airlines,SQ,International,Asia,Other,International,G,14041
2024-07-01,2024,7,SkyWest Airlines,Alaska Airlines,AS,Domestic,US,Other,Terminal 1,B,51582
2024-07-01,2024,7,SkyWest Airlines,American Airlines,AA,Domestic,US,Other,Terminal 1,B,12074
2024-07-01,2024,7,SkyWest Airlines,Delta Air Lines,DL,Domestic,US,Other,Terminal 1,C,6545
2024-07-01,2024,7,SkyWest Airlines,United Airlines,UA,Domestic,US,Other,Terminal 3,F,82230
2024-07-01,2024,7,Southwest Airlines,Southwest Airlines,WN,Domestic,US,Low Fare,Terminal 1,B,90838
2024-07-01,2024,7,Starlux Airlines Co. LTD,Starlux Airlines Co. LTD,JX,International,Asia,Other,International,A,6896
2024-07-01,2024,7,Sun Country Airlines,Sun Country Airlines,SY,Domestic,US,Low Fare,International,A,12459
2024-07-01,2024,7,Swiss International,Swiss International,LX,International,Europe,Other,International,G,9035
2024-07-01,2024,7,"TACA International Airlines, S.A.","TACA International Airlines, S.A.",TA,International,Central America,Other,International,A,12516
2024-07-01,2024,7,TAP Air Portugal,TAP Air Portugal,TP,International,Europe,Other,International,A,6699
2024-07-01,2024,7,Turkish Airlines,Turkish Airlines,TK,International,Europe,Other,International,A,14907
2024-07-01,2024,7,United Airlines,United Airlines,UA,Domestic,US,Other,International,A,2333
2024-07-01,2024,7,United Airlines,United Airlines,UA,Domestic,US,Other,International,G,33778
2024-07-01,2024,7,United Airlines,United Airlines,UA,Domestic,US,Other,Terminal 2,D,172845
2024-07-01,2024,7,United Airlines,United Airlines,UA,Domestic,US,Other,Terminal 3,E,236130
2024-07-01,2024,7,United Airlines,United Airlines,UA,Domestic,US,Other,Terminal 3,F,296243
2024-07-01,2024,7,United Airlines,United Airlines,UA,International,Asia,Other,International,G,97845
2024-07-01,2024,7,United Airlines,United Airlines,UA,International,Asia,Other,Terminal 3,F,7659
2024-07-01,2024,7,United Airlines,United Airlines,UA,International,Australia / Oceania,Other,International,G,25309
2024-07-01,2024,7,United Airlines,United Airlines,UA,International,Australia / Oceania,Other,Terminal 3,F,629
2024-07-01,2024,7,United Airlines,United Airlines,UA,International,Canada,Other,International,G,2658
2024-07-01,2024,7,United Airlines,United Airlines,UA,International,Canada,Other,Terminal 2,D,7465
2024-07-01,2024,7,United Airlines,United Airlines,UA,International,Canada,Other,Terminal 3,E,17159
2024-07-01,2024,7,United Airlines,United Airlines,UA,International,Canada,Other,Terminal 3,F,7473
2024-07-01,2024,7,United Airlines,United Airlines,UA,International,Central America,Other,International,A,109
2024-07-01,2024,7,United Airlines,United Airlines,UA,International,Central America,Other,International,G,1018
2024-07-01,2024,7,United Airlines,United Airlines,UA,International,Europe,Other,International,G,78546
2024-07-01,2024,7,United Airlines,United Airlines,UA,International,Europe,Other,Terminal 3,F,6181
2024-07-01,2024,7,United Airlines,United Airlines,UA,International,Mexico,Other,International,A,116
2024-07-01,2024,7,United Airlines,United Airlines,UA,International,Mexico,Other,International,G,126
2024-07-01,2024,7,United Airlines,United Airlines,UA,International,Mexico,Other,Terminal 2,D,7411
2024-07-01,2024,7,United Airlines,United Airlines,UA,International,Mexico,Other,Terminal 3,E,18694
2024-07-01,2024,7,United Airlines,United Airlines,UA,International,Mexico,Other,Terminal 3,F,10517
2024-07-01,2024,7,Vietnam Airlines JSC,Vietnam Airlines JSC,VN,International,Asia,Other,International,A,4438
2024-07-01,2024,7,Virgin Atlantic,Virgin Atlantic,VS,International,Europe,Other,International,A,12246
2024-07-01,2024,7,WestJet,WestJet,WS,International,Canada,Other,International,A,20223
2024-07-01,2024,7,ZIPAIR Tokyo Inc,ZIPAIR Tokyo Inc,ZG,International,Asia,Other,International,A,6208
2024-08-01,2024,8,"Aer Lingus, Ltd.","Aer Lingus, Ltd.",EI,International,Europe,Other,International,A,7729
2024-08-01,2024,8,Aeromexico,Aeromexico,AM,International,Mexico,Other,International,A,16335
2024-08-01,2024,8,Air Canada,Air Canada,AC,International,Canada,Other,Terminal 2,D,37664
2024-08-01,2024,8,Air China,Air China,CA,International,Asia,Other,International,G,2622
2024-08-01,2024,8,Air France,Air France,AF,International,Europe,Other,International,A,12702
2024-08-01,2024,8,Air India Limited,Air India Limited,AI,International,Asia,Other,International,A,17270
2024-08-01,2024,8,Air New Zealand,Air New Zealand,NZ,International,Australia / Oceania,Other,International,G,4919
2024-08-01,2024,8,Fiji Airways,Air Pacific Limited dba Fiji Airways,FJ,International,Australia / Oceania,Other,International,A,4411
2024-08-01,2024,8,"Air Premia, Inc.","Air Premia, Inc.",YP,International,Asia,Other,International,A,3922
2024-08-01,2024,8,Alaska Airlines,Alaska Airlines,AS,Domestic,US,Other,Terminal 1,B,165313
2024-08-01,2024,8,Alaska Airlines,Alaska Airlines,AS,International,Mexico,Other,Terminal 1,B,7543
2024-08-01,2024,8,ANA,"All Nippon Company Airways, Ltd.",NH,International,Asia,Other,International,G,9907
2024-08-01,2024,8,American Airlines,American Airlines,AA,Domestic,US,Other,Terminal 1,B,166360
2024-08-01,2024,8,Asiana Airlines,Asiana Airlines,OZ,International,Asia,Other,International,A,8032
2024-08-01,2024,8,"Breeze Aviation Group, Inc.","Breeze Aviation Group, Inc.",MX,Domestic,US,Other,Terminal 2,D,8207
2024-08-01,2024,8,British Airways,British Airways,BA,International,Europe,Other,International,A,19626
2024-08-01,2024,8,"COPA Airlines, Inc.","COPA Airlines, Inc.",CM,International,Central America,Other,International,G,7180
2024-08-01,2024,8,Cathay Pacific,Cathay Pacific,CX,International,Asia,Other,International,A,8389
2024-08-01,2024,8,China Airlines,China Airlines,CI,International,Asia,Other,International,A,7724
2024-08-01,2024,8,China Eastern,China Eastern,MU,International,Asia,Other,International,A,4214
2024-08-01,2024,8,China Southern,China Southern,CZ,International,Asia,Other,International,A,5468
2024-08-01,2024,8,Condor Flugdienst GmbH,Condor Flugdienst GmbH,DE,International,Europe,Other,International,A,8327
2024-08-01,2024,8,Delta Air Lines,Delta Air Lines,DL,Domestic,US,Other,Terminal 1,C,194709
2024-08-01,2024,8,EVA Airways,EVA Airways,BR,International,Asia,Other,International,A,21515
2024-08-01,2024,8,Emirates,Emirates,EK,International,Middle East,Other,International,A,9974
2024-08-01,2024,8,"Flair Airlines, Ltd.","Flair Airlines, Ltd.",F8,International,Canada,Low Fare,International,A,4218
2024-08-01,2024,8,French Bee,French Bee,BF,International,Australia / Oceania,Other,International,A,1271
2024-08-01,2024,8,French Bee,French Bee,BF,International,Europe,Other,International,A,5845
2024-08-01,2024,8,Frontier Airlines,Frontier Airlines,F9,Domestic,US,Low Fare,International,A,68151
2024-08-01,2024,8,Frontier Airlines,Frontier Airlines,F9,Domestic,US,Low Fare,Terminal 1,B,2839
2024-08-01,2024,8,Hawaiian Airlines,Hawaiian Airlines,HA,Domestic,US,Other,International,A,12362
2024-08-01,2024,8,Horizon Air,Alaska Airlines,AS,Domestic,US,Other,Terminal 1,B,7448
2024-08-01,2024,8,ITA Airways,ITA Airways,AZ,International,Europe,Other,International,A,6331
